!x y z r th V Ex Ey Ez Er Et
704.0 82.5 -4.1 708.817501194772 6.68386410803412 10637.7488003963 -4014.32302139633 -467.561921407383 7246.86580675657 -4041.45955870235 2.84707501013724
704.0 82.5 -3.9 708.817501194772 6.68386410803412 9248.99523886544 -3854.17539186254 -468.308752734266 6795.53427961791 -3882.48730220842 -16.5344282223682
704.0 82.5 -3.7 708.817501194772 6.68386410803412 7941.58122697744 -3740.88984796623 -453.28864652555 6469.73482282841 -3768.22350154224 -14.8018279445529
704.0 82.5 -3.5 708.817501194772 6.68386410803412 6679.80847240398 -3710.51577028488 -435.997816981262 6072.68548421973 -3736.04336478401 -1.16378631300086
704.0 82.5 -3.3 708.817501194772 6.68386410803412 5447.65931674217 -3670.60878130152 -421.537516323825 5693.2664041 -3694.72455564181 8.55341883514975
704.0 82.5 -3.1 708.817501194772 6.68386410803412 4408.82078962036 -3679.21399216722 -427.11829460952 5339.66221201373 -3703.92083345243 4.01213985814364
704.0 82.5 -2.9 708.817501194772 6.68386410803412 3385.26118935702 -3692.86012980082 -435.763906532349 4980.61641290001 -3718.4804963562 -2.98642384906933
704.0 82.5 -2.7 708.817501194772 6.68386410803412 2421.59613855877 -3708.62191170901 -445.393311360929 4638.89428719031 -3735.25592916039 -10.7158520624813
704.0 82.5 -2.5 708.817501194772 6.68386410803412 1561.54582295629 -3738.5578968955 -455.41107337967 4295.65583419692 -3766.1544311033 -17.1812478457163
704.0 82.5 -2.3 708.817501194772 6.68386410803412 701.495507353803 -3768.49388208199 -465.42883539841 3952.41738120353 -3797.05293304621 -23.6466436289514
704.0 82.5 -2.1 708.817501194772 6.68386410803412 -84.3176490848732 -3790.65282501591 -454.436641251663 3591.71877281294 -3817.78187919046 -10.1500560655326
704.0 82.5 -1.9 708.817501194772 6.68386410803412 -715.002789095295 -3760.73172594431 -432.877843601223 3261.2955611605 -3785.5548891485 7.77966893572654
704.0 82.5 -1.7 708.817501194772 6.68386410803412 -1375.13044870297 -3726.92337090044 -413.620794782205 2939.65703200914 -3749.73496591629 22.9708472846243
704.0 82.5 -1.5 708.817501194772 6.68386410803412 -1949.99582800804 -3719.39545113076 -419.39738370976 2573.38558808799 -3742.93055304104 16.3573367856654
704.0 82.5 -1.3 708.817501194772 6.68386410803412 -2365.28821289002 -3720.08825711694 -428.789189193195 2245.92474930213 -3744.71177227522 7.10999941683624
704.0 82.5 -1.1 708.817501194772 6.68386410803412 -2797.66297701738 -3715.71185187496 -433.800279897672 1919.19131125794 -3740.94835742903 1.62359243357156
704.0 82.5 -0.9 708.817501194772 6.68386410803412 -3135.7442132254 -3697.76711378088 -433.307156659219 1592.54122800057 -3723.06818620859 0.0247575699002278
704.0 82.5 -0.7 708.817501194772 6.68386410803412 -3485.2865955419 -3671.95161451457 -434.682921757112 1275.16774335875 -3697.5882695411 -4.34634968008183
704.0 82.5 -0.5 708.817501194772 6.68386410803412 -3684.50212783352 -3648.20996203331 -434.811938770707 941.769953553725 -3674.02299439618 -7.23780524349657
704.0 82.5 -0.3 708.817501194772 6.68386410803412 -3793.97577107845 -3641.20472240159 -423.380053547153 667.456894123926 -3665.734797192 3.30103573485583
704.0 82.5 -0.0999999999999996 708.817501194772 6.68386410803412 -3940.10490500836 -3624.98152277696 -414.589297528208 377.624396612304 -3648.59869391178 10.1438101586396
704.0 82.5 0.100000000000001 708.817501194772 6.68386410803412 -3989.80144023777 -3604.12869863921 -420.126083394591 49.1682855577597 -3628.53202888867 2.21757352956638
704.0 82.5 0.300000000000001 708.817501194772 6.68386410803412 -3970.83518135071 -3583.00489605523 -432.358845155327 -296.174366346767 -3608.97557867334 -12.3906690367974
704.0 82.5 0.5 708.817501194772 6.68386410803412 -3849.49380596161 -3573.01333724447 -446.809642895584 -608.67347947229 -3600.73387106968 -27.9061792950665
704.0 82.5 0.7 708.817501194772 6.68386410803412 -3696.07020443892 -3567.71362917525 -458.539638820517 -909.574195143002 -3596.83544896207 -40.1732904092915
704.0 82.5 0.9 708.817501194772 6.68386410803412 -3455.15630159422 -3571.51807353149 -451.685000741604 -1211.46122797507 -3599.81621789303 -32.9224368986464
704.0 82.5 1.1 708.817501194772 6.68386410803412 -3185.45520148771 -3575.25074425295 -440.049998803497 -1517.29249324506 -3602.16930952128 -20.9320632345899
704.0 82.5 1.3 708.817501194772 6.68386410803412 -2892.04510933291 -3573.85420573895 -428.852717570617 -1823.15758862121 -3599.47899951573 -9.97342924565966
704.0 82.5 1.5 708.817501194772 6.68386410803412 -2512.45505790353 -3556.63798390707 -419.065503343549 -2135.56754644217 -3581.24064433744 -2.25654795321647
704.0 82.5 1.7 708.817501194772 6.68386410803412 -2038.74669075295 -3534.36451623982 -408.528727002486 -2467.93622865205 -3557.89217275204 5.61618297139182
704.0 82.5 1.9 708.817501194772 6.68386410803412 -1536.23302182751 -3535.89162247568 -413.017270987754 -2790.7471679006 -3559.9313262244 1.33588699103571
704.0 82.5 2.1 708.817501194772 6.68386410803412 -945.889870147797 -3515.486037255 -413.604670055723 -3116.54878029964 -3539.73279621051 -1.62254690911743
704.0 82.5 2.3 708.817501194772 6.68386410803412 -266.952629251204 -3479.54470566619 -414.683749557686 -3444.03332953815 -3504.16133622665 -6.8775410637198
704.0 82.5 2.5 708.817501194772 6.68386410803412 437.711573184097 -3437.27432437115 -411.462238209342 -3746.8540794007 -3461.80329192422 -8.59781809631535
704.0 82.5 2.7 708.817501194772 6.68386410803412 1235.05484449889 -3387.86780471533 -397.176834885413 -4066.54910197233 -3411.06987245968 -0.159981758527529
704.0 82.5 2.9 708.817501194772 6.68386410803412 2061.69973815849 -3340.98713430526 -389.127171372333 -4369.27992353285 -3363.57091941215 2.37848237553318
704.0 82.5 3.1 708.817501194772 6.68386410803412 2962.93600454832 -3302.74927661589 -393.989261892979 -4676.66926912449 -3326.1588502961 -6.90110648171242
704.0 82.5 3.3 708.817501194772 6.68386410803412 3898.98034487291 -3266.33877100662 -388.38768607279 -4997.79505989126 -3289.34383668525 -5.57545825341041
704.0 82.5 3.5 708.817501194772 6.68386410803412 4975.32728538528 -3235.41156037761 -376.672396488662 -5319.84958252761 -3257.2632692117 2.46055804236659
704.0 82.5 3.7 708.817501194772 6.68386410803412 6076.32900380256 -3184.83263493321 -382.070244386007 -5607.92588880116 -3207.65636616253 -8.78753650306346
704.0 82.5 3.9 708.817501194772 6.68386410803412 7200.57625960014 -3127.528067138 -382.543507508101 -5896.71109710507 -3150.79635430853 -15.9273208234681
704.0 82.5 4.1 708.817501194772 6.68386410803412 8414.96825477455 -3114.73678007536 -366.356816437113 -6190.6127764914 -3136.20801797651 -1.33943421813057
704.0 82.5 4.3 708.817501194772 6.68386410803412 9723.27137313435 -3228.10604870265 -372.677371520202 -6468.35997791024 -3249.54242460806 5.57813465536807
704.0 82.5 4.5 708.817501194772 6.68386410803412 11030.5009455279 -3328.23286835661 -381.239294087893 -6740.0974019517 -3349.98526007447 8.72826727770584
704.0 83.0 -4.5 708.875870657198 6.7240025680204 14181.9342863396 -4878.69598795834 -614.72695696292 8909.25750668531 -4917.11519214088 -39.2678208605778
704.0 83.0 -4.3 708.875870657198 6.7240025680204 12382.2618191229 -4308.8552668699 -580.077478912693 7794.71297073685 -4347.13701817673 -71.5774934718729
704.0 83.0 -4.1 708.875870657198 6.7240025680204 10926.7204583826 -3979.35855470309 -519.563315439536 7325.59001042653 -4012.82127864676 -50.0592776506536
704.0 83.0 -3.9 708.875870657198 6.7240025680204 9486.1702250043 -3642.29857897748 -452.485371985913 6906.23897863098 -3670.22576613154 -22.9079878369917
704.0 83.0 -3.7 708.875870657198 6.7240025680204 8135.70829100121 -3607.51891572205 -434.662550529634 6484.46001644871 -3633.59851136461 -9.2799964566906
704.0 83.0 -3.5 708.875870657198 6.7240025680204 6857.39869071572 -3545.32410368264 -409.82975993748 6095.37859155227 -3568.92390302678 8.09979553169185
704.0 83.0 -3.3 708.875870657198 6.7240025680204 5723.57279276559 -3562.84633661114 -417.494032257686 5677.59484759816 -3587.22299758083 2.53986248346206
704.0 83.0 -3.1 708.875870657198 6.7240025680204 4578.90026673691 -3563.6151462046 -427.095251141447 5297.14105409029 -3589.11069495711 -6.905298757113
704.0 83.0 -2.9 708.875870657198 6.7240025680204 3614.9697378713 -3577.76334672505 -430.046073834781 4958.40848102939 -3603.50708207137 -8.17925738695517
704.0 83.0 -2.7 708.875870657198 6.7240025680204 2673.64018672321 -3587.49264767032 -432.942300871293 4629.36326917902 -3613.50857175804 -9.91639065135091
704.0 83.0 -2.5 708.875870657198 6.7240025680204 1751.1632597755 -3600.13715749619 -435.008022382255 4296.18598617743 -3626.3079773781 -10.4873984186144
704.0 83.0 -2.3 708.875870657198 6.7240025680204 962.386619426017 -3624.60158556972 -438.418466514911 3957.52901335417 -3651.00344939431 -11.0099231011698
704.0 83.0 -2.1 708.875870657198 6.7240025680204 172.374002781454 -3647.25046496312 -441.996642921245 3617.53055999869 -3673.91549987731 -11.9116031087214
704.0 83.0 -1.9 708.875870657198 6.7240025680204 -537.609445047031 -3633.13589559197 -443.84114015222 3282.37558803344 -3660.11398120233 -15.3960429248512
704.0 83.0 -1.7 708.875870657198 6.7240025680204 -1143.55804369538 -3624.31109047968 -433.136309350301 2929.51916125596 -3650.09648159548 -5.79811140840169
704.0 83.0 -1.5 708.875870657198 6.7240025680204 -1710.34162352906 -3604.56708208991 -425.156863747618 2568.72297876978 -3629.55399102104 -0.185313494644889
704.0 83.0 -1.3 708.875870657198 6.7240025680204 -2175.48496220683 -3601.6918426809 -427.06968341256 2242.60452150427 -3626.92249432469 -2.42162873781609
704.0 83.0 -1.1 708.875870657198 6.7240025680204 -2574.55333982743 -3595.57398465668 -435.356570046913 1928.27927252924 -3621.81700180025 -11.3678359217554
704.0 83.0 -0.9 708.875870657198 6.7240025680204 -2959.80736369794 -3586.91121115547 -428.639742217856 1614.90089193127 -3612.42736176568 -5.71150488126062
704.0 83.0 -0.7 708.875870657198 6.7240025680204 -3249.49921065768 -3564.86436323155 -425.211668179592 1286.4156260739 -3590.13077679523 -4.8884048585274
704.0 83.0 -0.5 708.875870657198 6.7240025680204 -3448.52491774834 -3539.30238524954 -406.76918480724 961.765936658808 -3562.58525094577 10.4342553860061
704.0 83.0 -0.3 708.875870657198 6.7240025680204 -3614.03783441242 -3528.94485512048 -399.855831815005 637.361805113726 -3551.48950085074 16.087326215045
704.0 83.0 -0.0999999999999996 708.875870657198 6.7240025680204 -3739.24748614953 -3527.87009694649 -405.854316890205 334.901430883119 -3551.12447856128 10.0042606179836
704.0 83.0 0.100000000000001 708.875870657198 6.7240025680204 -3772.68523958097 -3521.11687487255 -408.819398059481 32.616782174844 -3544.76487910302 6.26886111446673
704.0 83.0 0.300000000000001 708.875870657198 6.7240025680204 -3710.72128518451 -3508.52727764506 -407.814304213707 -271.688759340452 -3532.14419386364 5.79296608626705
704.0 83.0 0.5 708.875870657198 6.7240025680204 -3651.22512915246 -3493.87919790454 -409.024343638885 -572.674135614584 -3517.73854784332 2.87615305964844
704.0 83.0 0.7 708.875870657198 6.7240025680204 -3495.25846327198 -3494.50221038253 -404.824922969474 -895.108146463127 -3517.86557836118 7.11963532707195
704.0 83.0 0.9 708.875870657198 6.7240025680204 -3339.77784659302 -3496.94071277558 -400.219219133935 -1215.22466300782 -3519.74804089319 11.9791761034411
704.0 83.0 1.1 708.875870657198 6.7240025680204 -3022.60577774896 -3499.43338542269 -400.427264358713 -1519.17740598687 -3522.24792750321 12.0644209170512
704.0 83.0 1.3 708.875870657198 6.7240025680204 -2697.174360343 -3489.22862689934 -409.088586719549 -1820.74233996092 -3513.12748694075 2.26783143372082
704.0 83.0 1.5 708.875870657198 6.7240025680204 -2273.28715389815 -3471.74971062847 -408.073081330895 -2134.4338067826 -3495.64989387433 1.22980166387183
704.0 83.0 1.7 708.875870657198 6.7240025680204 -1785.72124405576 -3448.62017209431 -403.66184246 -2458.63403647202 -3472.16294976535 2.90253523523173
704.0 83.0 1.9 708.875870657198 6.7240025680204 -1285.56934091795 -3425.15094083646 -397.53769332492 -2784.51946639142 -3448.13809028191 6.23662360602613
704.0 83.0 2.1 708.875870657198 6.7240025680204 -677.224297965262 -3395.26492765233 -393.256102159442 -3101.84241941718 -3417.95632470915 6.98950730302518
704.0 83.0 2.3 708.875870657198 6.7240025680204 -79.5133858503578 -3367.01136491269 -388.368696478009 -3416.75822640046 -3389.32484819768 8.53517691556512
704.0 83.0 2.5 708.875870657198 6.7240025680204 645.760896076084 -3343.29813630942 -380.272590161538 -3740.99714936218 -3364.82677952331 13.7990898616575
704.0 83.0 2.7 708.875870657198 6.7240025680204 1434.31812697008 -3321.79590880911 -367.330967724854 -4065.68655376006 -3341.95715806556 24.134068968941
704.0 83.0 2.9 708.875870657198 6.7240025680204 2277.3210016172 -3281.16632885142 -369.405886687607 -4381.64587409097 -3301.84998670713 17.3162348652282
704.0 83.0 3.1 708.875870657198 6.7240025680204 3197.70380088382 -3235.23890583214 -374.669100559265 -4683.23681611034 -3256.85471972949 6.7117285088772
704.0 83.0 3.3 708.875870657198 6.7240025680204 4091.13626446689 -3184.70889323666 -380.346475482207 -4991.72196211069 -3207.3370140188 -4.84299260693925
704.0 83.0 3.5 708.875870657198 6.7240025680204 5154.39275974931 -3099.50856033908 -362.665063203291 -5309.6298156822 -3120.65245594225 2.74096790912812
704.0 83.0 3.7 708.875870657198 6.7240025680204 6282.68930969402 -3053.50360671146 -364.102351801919 -5614.95457505888 -3075.13222632823 -4.07300689868703
704.0 83.0 3.9 708.875870657198 6.7240025680204 7420.14691545227 -3013.86785255252 -371.240306756892 -5911.45604560732 -3036.6048595534 -15.8026879721659
704.0 83.0 4.1 708.875870657198 6.7240025680204 8593.12309928934 -3016.59347331292 -378.469984667667 -6185.29121827773 -3040.15823241625 -22.6635037050577
704.0 83.0 4.3 708.875870657198 6.7240025680204 9910.10783040756 -3152.72894058633 -389.745837875048 -6478.01122551116 -3176.67757068484 -17.9221332270628
704.0 83.0 4.5 708.875870657198 6.7240025680204 11206.5265150643 -3254.3657996991 -390.679793812937 -6770.0087757353 -3277.72469349328 -6.94933157298006
704.5 78.0 -4.5 708.804803877626 6.31787509224642 13784.7662177153 -5360.18908866898 -582.152245240347 8571.4337492979 -5391.6974986471 11.2421531298368
704.5 78.0 -4.3 708.804803877626 6.31787509224642 12201.5114834192 -4400.45614874979 -476.492006401228 7985.87317364632 -4426.16601373256 10.6474463089578
704.5 78.0 -4.1 708.804803877626 6.31787509224642 10662.3713469958 -4043.48855067376 -442.478484029374 7259.63438517093 -4067.62339918019 5.17210793973726
704.5 78.0 -3.9 708.804803877626 6.31787509224642 9251.31688877507 -3850.75049974938 -439.414661138558 6901.1935952194 -3875.71875305255 -12.9924201152172
704.5 78.0 -3.7 708.804803877626 6.31787509224642 7899.85440501005 -3767.25284243686 -434.756212548965 6472.08619950297 -3792.21556819422 -17.5507134864438
704.5 78.0 -3.5 708.804803877626 6.31787509224642 6603.86887814755 -3735.02531741287 -418.927962794446 6121.18391652096 -3758.44196123037 -5.36505256409074
704.5 78.0 -3.3 708.804803877626 6.31787509224642 5471.39410279234 -3705.81781415275 -423.518174435796 5713.5656734884 -3729.9169718001 -13.1415085438843
704.5 78.0 -3.1 708.804803877626 6.31787509224642 4321.18045447154 -3693.55672455294 -425.756581398297 5302.10108124703 -3717.97667196905 -16.7155851867181
704.5 78.0 -2.9 708.804803877626 6.31787509224642 3336.55523884679 -3702.45915064365 -411.655918727111 4971.72867335169 -3725.27333173244 -1.72089831554755
704.5 78.0 -2.7 708.804803877626 6.31787509224642 2356.85543548152 -3715.71363840693 -402.878339285916 4640.70616905757 -3737.48139717653 8.46195417412628
704.5 78.0 -2.5 708.804803877626 6.31787509224642 1486.697554244 -3731.36674465317 -407.885113270762 4283.59751560073 -3753.590404422 5.20812466775037
704.5 78.0 -2.3 708.804803877626 6.31787509224642 659.410128244737 -3753.36247137323 -421.193170026426 3940.92070195917 -3776.91702101768 -5.59860132831492
704.5 78.0 -2.1 708.804803877626 6.31787509224642 -81.6287021011634 -3761.21635632447 -422.250650580519 3603.61584068882 -3784.83957656562 -5.78538339220194
704.5 78.0 -1.9 708.804803877626 6.31787509224642 -817.495114587661 -3777.22883656644 -425.254255891668 3261.99015301487 -3801.08533771416 -7.00866302869409
704.5 78.0 -1.7 708.804803877626 6.31787509224642 -1404.65578731373 -3774.45053306714 -426.712489651545 2892.40084011476 -3798.48437822306 -8.76377720113355
704.5 78.0 -1.5 708.804803877626 6.31787509224642 -1974.49498597133 -3741.01411682626 -421.666415021152 2561.60788091063 -3764.69574003684 -7.42783942934822
704.5 78.0 -1.3 708.804803877626 6.31787509224642 -2431.07554880411 -3733.5855138093 -421.491848766488 2229.78548802119 -3757.29304332174 -8.07180954130904
704.5 78.0 -1.1 708.804803877626 6.31787509224642 -2883.32994893182 -3724.83550346551 -421.094470596675 1902.78385816402 -3748.55244541587 -8.63973442553702
704.5 78.0 -0.9 708.804803877626 6.31787509224642 -3209.81894704404 -3713.30530738657 -418.275969212669 1591.79494463246 -3736.78211570038 -7.10718424397546
704.5 78.0 -0.7 708.804803877626 6.31787509224642 -3477.53957847323 -3702.297477836 -416.604346438178 1286.14166323558 -3725.65718757962 -6.65706379058722
704.5 78.0 -0.5 708.804803877626 6.31787509224642 -3745.35375056147 -3676.74137262597 -414.681806497671 976.697342030859 -3700.04472821632 -7.55850635248878
704.5 78.0 -0.3 708.804803877626 6.31787509224642 -3889.35767934148 -3660.39529848076 -400.073864496778 654.944440954669 -3682.19040691074 5.16192289259779
704.5 78.0 -0.0999999999999996 708.804803877626 6.31787509224642 -3984.71871757429 -3646.89231673008 -406.208600271902 330.462982630157 -3669.44452651677 -2.4214821587259
704.5 78.0 0.100000000000001 708.804803877626 6.31787509224642 -4027.30602342509 -3634.46936683492 -399.608697042318 21.8009214375464 -3656.3707428709 2.77126161683002
704.5 78.0 0.300000000000001 708.804803877626 6.31787509224642 -4006.86625519719 -3625.90223909034 -384.56991441412 -270.521938666328 -3646.20071227628 16.7759443492036
704.5 78.0 0.5 708.804803877626 6.31787509224642 -3945.52635916005 -3622.98493819798 -386.489868495482 -550.130266305919 -3643.512409305 14.5466181492695
704.5 78.0 0.7 708.804803877626 6.31787509224642 -3744.76629954407 -3625.05959898562 -391.716983767239 -864.09156295361 -3646.14968476625 9.57955366514503
704.5 78.0 0.9 708.804803877626 6.31787509224642 -3563.61987771254 -3618.55848790666 -400.787748192433 -1184.37013643623 -3640.68624390245 -0.15153190873149
704.5 78.0 1.1 708.804803877626 6.31787509224642 -3296.13403585316 -3605.0454191714 -402.36265411089 -1500.90169551715 -3627.42855404068 -3.20391046072056
704.5 78.0 1.3 708.804803877626 6.31787509224642 -2943.64471822873 -3588.64274260868 -391.682844242191 -1815.56209711775 -3609.95024302977 5.60601470689211
704.5 78.0 1.5 708.804803877626 6.31787509224642 -2562.44174482745 -3572.08166767391 -378.243750474819 -2138.65715127578 -3592.0108519085 17.1410348837773
704.5 78.0 1.7 708.804803877626 6.31787509224642 -2120.87494217735 -3542.34101209734 -381.530468131792 -2448.9687774422 -3562.81250595595 10.6014859149322
704.5 78.0 1.9 708.804803877626 6.31787509224642 -1632.31484056988 -3522.81338173409 -403.761241114567 -2775.51581847357 -3545.84984538638 -13.6431786819865
704.5 78.0 2.1 708.804803877626 6.31787509224642 -999.800347231074 -3517.94560715263 -425.449930557396 -3149.79339677796 -3543.39835323142 -35.7358169431283
704.5 78.0 2.3 708.804803877626 6.31787509224642 -345.098212087639 -3481.49741377603 -407.121897865092 -3459.39943286322 -3505.15462430137 -21.5300160043242
704.5 78.0 2.5 708.804803877626 6.31787509224642 414.376676747672 -3454.66514385023 -390.065283664576 -3764.83232000453 -3476.60833065371 -7.52973328083909
704.5 78.0 2.7 708.804803877626 6.31787509224642 1187.5306656433 -3424.30421917793 -372.16964072325 -4062.86591242651 -3444.46248252118 6.9161737893576
704.5 78.0 2.9 708.804803877626 6.31787509224642 2002.8631939219 -3394.09806769832 -373.297830939526 -4388.84959388172 -3414.56393391572 2.47081759885361
704.5 78.0 3.1 708.804803877626 6.31787509224642 2934.83688929071 -3356.37386237787 -385.144916351233 -4698.70078620354 -3378.37254547449 -13.4556541544217
704.5 78.0 3.3 708.804803877626 6.31787509224642 3929.12460301704 -3312.97901212111 -395.709269544785 -4990.74569785948 -3336.40379428369 -28.7312068674553
704.5 78.0 3.5 708.804803877626 6.31787509224642 4950.8630810493 -3235.23291612917 -372.289933807607 -5285.31688704509 -3256.55270904246 -14.0096269876553
704.5 78.0 3.7 708.804803877626 6.31787509224642 5991.09169094886 -3161.55362740436 -348.184687160332 -5596.39146635067 -3180.6682513598 1.84122740978442
704.5 78.0 3.9 708.804803877626 6.31787509224642 7126.54139975186 -3164.43812102324 -351.293063571785 -5935.06217752724 -3183.87728592355 -0.930848440784572
704.5 78.0 4.1 708.804803877626 6.31787509224642 8364.57265126089 -3181.54638132338 -344.704230024614 -6153.93503512445 -3200.15657791148 7.50063721605494
704.5 78.0 4.3 708.804803877626 6.31787509224642 9616.10543497245 -3201.01825233466 -344.89859032024 -6409.04824421368 -3219.53157813069 9.45022771410349
704.5 78.0 4.5 708.804803877626 6.31787509224642 10926.0966278919 -3353.43117579678 -374.569843641721 -6741.18428191811 -3374.28400325262 -3.26863350921057
704.5 78.5 -4.5 708.860000282143 6.35804367850346 14088.2320039543 -5229.69334968587 -509.426687116589 8782.71884574674 -5253.9414811246 72.8491195104108
704.5 78.5 -4.3 708.860000282143 6.35804367850346 12358.2678069551 -4359.50889196869 -447.335507709896 7718.08810432164 -4382.23323436327 38.1931309809335
704.5 78.5 -4.1 708.860000282143 6.35804367850346 10803.4786215002 -4114.10662453609 -424.675768722232 6961.24241016177 -4135.83100141562 33.5373570970415
704.5 78.5 -3.9 708.860000282143 6.35804367850346 9423.96427500462 -3827.67130833881 -401.92719723004 6810.53355444739 -3848.63826513188 24.4258206827044
704.5 78.5 -3.7 708.860000282143 6.35804367850346 8066.65133990365 -3669.87618991082 -396.640960186091 6546.50977977584 -3691.22829631426 12.2051243594709
704.5 78.5 -3.5 708.860000282143 6.35804367850346 6835.72870109581 -3646.19836495135 -395.629629962659 6121.06342250656 -3667.58411114397 10.588123659115
704.5 78.5 -3.3 708.860000282143 6.35804367850346 5675.78997732406 -3620.34697041343 -390.272154105401 5720.54802582725 -3641.29842807631 13.0498329804443
704.5 78.5 -3.1 708.860000282143 6.35804367850346 4546.99479811122 -3615.49654922272 -387.317259526289 5339.96687597592 -3636.15061193226 15.4494114117796
704.5 78.5 -2.9 708.860000282143 6.35804367850346 3502.32900448138 -3615.76929473292 -388.154329638021 4989.64787273339 -3636.51437800117 14.6476940473661
704.5 78.5 -2.7 708.860000282143 6.35804367850346 2581.46048725277 -3620.06551347891 -384.509792134881 4625.55996407149 -3640.38057148291 18.7455833927466
704.5 78.5 -2.5 708.860000282143 6.35804367850346 1686.26290481172 -3624.50265999697 -380.19903258685 4264.97325708964 -3644.31304770718 23.5212035461018
704.5 78.5 -2.3 708.860000282143 6.35804367850346 861.702392669804 -3632.55970947881 -384.402569039789 3930.40773279677 -3652.78604515255 20.2357691220355
704.5 78.5 -2.1 708.860000282143 6.35804367850346 143.008239618365 -3633.79753266258 -394.934101140115 3604.07313722165 -3655.18252922863 9.90609155264358
704.5 78.5 -1.9 708.860000282143 6.35804367850346 -586.098876580473 -3642.80383013257 -409.472134864796 3274.65305690357 -3665.74339062864 -3.54515467912061
704.5 78.5 -1.7 708.860000282143 6.35804367850346 -1172.4185223519 -3631.44623416516 -403.895364498313 2922.14100799661 -3653.8380738814 0.739560833866657
704.5 78.5 -1.5 708.860000282143 6.35804367850346 -1733.82231053956 -3611.55656915684 -396.791176921092 2580.81440791574 -3633.28401847219 5.59744736100713
704.5 78.5 -1.3 708.860000282143 6.35804367850346 -2222.3730004605 -3605.85006051429 -398.763383939733 2240.00086603927 -3627.83101352597 3.00542528000154
704.5 78.5 -1.1 708.860000282143 6.35804367850346 -2667.71552651587 -3598.81558849021 -404.190920935191 1911.27180301522 -3621.44086048444 -3.16773425142701
704.5 78.5 -0.9 708.860000282143 6.35804367850346 -3035.31361494248 -3592.53179868323 -409.66527896799 1603.0829742371 -3615.80195744033 -9.30429539498614
704.5 78.5 -0.7 708.860000282143 6.35804367850346 -3332.71689241887 -3584.22040717452 -409.640648313918 1294.50996082084 -3607.53895935622 -10.2002296237307
704.5 78.5 -0.5 708.860000282143 6.35804367850346 -3557.40309660829 -3575.48387354325 -405.219527810201 971.07331256574 -3598.36656156232 -6.77379633105308
704.5 78.5 -0.3 708.860000282143 6.35804367850346 -3665.78653534269 -3560.21613991022 -398.163803895733 669.601970594481 -3582.41137624046 -1.45223719942228
704.5 78.5 -0.0999999999999996 708.860000282143 6.35804367850346 -3780.80248567737 -3543.0765953119 -399.745496996304 361.712480305062 -3565.55241077991 -4.92225531208359
704.5 78.5 0.100000000000001 708.860000282143 6.35804367850346 -3823.24162439318 -3530.29077299163 -394.519973759384 52.4582469993435 -3552.26654982714 -1.14478999142304
704.5 78.5 0.300000000000001 708.860000282143 6.35804367850346 -3775.91729168983 -3521.32090888273 -382.228096128249 -251.229303062439 -3541.99063969558 10.0781503006227
704.5 78.5 0.5 708.860000282143 6.35804367850346 -3752.94400817802 -3515.69038542996 -382.179130987806 -564.539771976824 -3536.38932556525 9.50328340245076
704.5 78.5 0.7 708.860000282143 6.35804367850346 -3577.33829298152 -3513.29173366167 -381.915567162776 -881.060073239408 -3533.97623986378 9.49959656855381
704.5 78.5 0.9 708.860000282143 6.35804367850346 -3410.4760039683 -3509.7359251112 -378.431845749626 -1192.92313153897 -3530.05651064555 12.5681161118861
704.5 78.5 1.1 708.860000282143 6.35804367850346 -3106.30369126265 -3516.45640876344 -377.174723128934 -1489.276442049 -3536.596443221 14.5617408790001
704.5 78.5 1.3 708.860000282143 6.35804367850346 -2771.76234329701 -3515.06967529431 -384.87562175132 -1813.0219779615 -3536.0710458407 6.7546398229448
704.5 78.5 1.5 708.860000282143 6.35804367850346 -2380.9029437739 -3484.63617321536 -383.916180695594 -2140.54489263407 -3505.71848210607 4.33793738698169
704.5 78.5 1.7 708.860000282143 6.35804367850346 -1884.60842962648 -3462.52756450043 -395.976423453661 -2474.51783393939 -3485.0814229162 -10.0964598185415
704.5 78.5 1.9 708.860000282143 6.35804367850346 -1369.32396870966 -3450.76034605937 -415.148940048261 -2806.84810858628 -3475.50976865958 -30.4541673810719
704.5 78.5 2.1 708.860000282143 6.35804367850346 -799.505854917921 -3439.48941498291 -399.345380394059 -3117.89438105452 -3462.55805693572 -15.9959673376173
704.5 78.5 2.3 708.860000282143 6.35804367850346 -124.010437991541 -3427.19670390926 -385.116014986013 -3422.24154361298 -3448.76517804282 -3.21543224312556
704.5 78.5 2.5 708.860000282143 6.35804367850346 605.330727134312 -3394.43828280636 -387.039178389447 -3735.12611883352 -3416.42121826134 -8.75447334113444
704.5 78.5 2.7 708.860000282143 6.35804367850346 1351.72454794436 -3352.2649386746 -391.07028016633 -4065.18805232886 -3374.95367962235 -17.4311072515097
704.5 78.5 2.9 708.860000282143 6.35804367850346 2207.45343377571 -3320.0448619148 -375.429921508386 -4403.90179105517 -3341.19974764367 -5.45503772367838
704.5 78.5 3.1 708.860000282143 6.35804367850346 3134.35544385343 -3277.24886961278 -353.922057264773 -4710.96619275864 -3296.28517508036 11.1812585255419
704.5 78.5 3.3 708.860000282143 6.35804367850346 4112.36568334711 -3203.49243718936 -347.952454992525 -4980.96618576692 -3222.32131705507 8.94626833875006
704.5 78.5 3.5 708.860000282143 6.35804367850346 5103.26520071532 -3132.28207818091 -341.453442392128 -5254.95123063751 -3150.8292447271 7.519387424634
